strategy_name,timestamp,gpu_index,util_compute_pct,util_memory_pct,mem_used_mib,mem_total_mib,power_w,temperature_c
baseline_full_fp16_tp1,1782503590.7666833,1,97.0,48.0,29544.375,32768.0,176.988,36.0
baseline_full_fp16_tp1,1782503591.7778409,1,90.0,75.0,29544.375,32768.0,184.389,35.0
baseline_full_fp16_tp1,1782503592.7800443,1,91.0,76.0,29544.375,32768.0,180.751,34.0
baseline_full_fp16_tp1,1782503593.7817807,1,94.0,78.0,29544.375,32768.0,180.403,34.0
baseline_full_fp16_tp1,1782503594.7837825,1,91.0,76.0,29544.375,32768.0,165.206,33.0
baseline_full_fp16_tp1,1782503595.7870991,1,94.0,79.0,29544.375,32768.0,165.565,33.0
baseline_full_fp16_tp1,1782503596.789287,1,92.0,77.0,29544.375,32768.0,156.032,33.0
baseline_full_fp16_tp1,1782503597.7920156,1,91.0,76.0,29544.375,32768.0,164.622,33.0
baseline_full_fp16_tp1,1782503598.794515,1,97.0,29.0,29544.375,32768.0,281.371,35.0
baseline_full_fp16_tp1,1782503599.804313,1,90.0,75.0,29544.375,32768.0,169.336,33.0
baseline_full_fp16_tp1,1782503600.814247,1,92.0,68.0,29544.375,32768.0,176.868,33.0
baseline_full_fp16_tp1,1782503601.8161695,1,92.0,75.0,29544.375,32768.0,167.352,34.0
baseline_full_fp16_tp1,1782503602.8182013,1,92.0,76.0,29544.375,32768.0,170.518,34.0
baseline_full_fp16_tp1,1782503603.825186,1,94.0,62.0,29544.375,32768.0,171.93,34.0
baseline_full_fp16_tp1,1782503604.8316677,1,95.0,57.0,29544.375,32768.0,292.317,35.0
baseline_full_fp16_tp1,1782503605.8434474,1,92.0,70.0,29544.375,32768.0,275.207,36.0
baseline_full_fp16_tp1,1782503606.84867,1,92.0,77.0,29544.375,32768.0,177.229,35.0
baseline_full_fp16_tp1,1782503607.850404,1,91.0,66.0,29544.375,32768.0,176.287,35.0
baseline_full_fp16_tp1,1782503608.8521473,1,91.0,76.0,29544.375,32768.0,171.576,35.0
baseline_full_fp16_tp1,1782503609.8538702,1,94.0,61.0,29544.375,32768.0,190.159,35.0
baseline_full_fp16_tp1,1782503610.8559058,1,94.0,53.0,29544.375,32768.0,180.177,35.0
baseline_full_fp16_tp1,1782503611.858383,1,97.0,28.0,29544.375,32768.0,279.417,37.0
baseline_full_fp16_tp1,1782503612.860937,1,92.0,77.0,29544.375,32768.0,193.922,35.0
baseline_full_fp16_tp1,1782503613.8629391,1,93.0,77.0,29544.375,32768.0,178.87,34.0
baseline_full_fp16_tp1,1782503614.8653102,1,93.0,56.0,29544.375,32768.0,169.336,34.0
baseline_full_fp16_tp1,1782503615.867156,1,92.0,77.0,29544.375,32768.0,176.167,34.0
baseline_full_fp16_tp1,1782503616.8705497,1,92.0,78.0,29544.375,32768.0,180.403,34.0
baseline_full_fp16_tp1,1782503617.873342,1,91.0,77.0,29544.375,32768.0,172.401,35.0
baseline_full_fp16_tp1,1782503618.8756344,1,91.0,77.0,29544.375,32768.0,174.868,35.0
baseline_full_fp16_tp1,1782503619.8808486,1,92.0,66.0,29544.375,32768.0,291.849,36.0
baseline_full_fp16_tp1,1782503620.882373,1,90.0,75.0,29544.375,32768.0,197.349,35.0
baseline_full_fp16_tp1,1782503621.8843045,1,90.0,75.0,29544.375,32768.0,180.975,36.0
baseline_full_fp16_tp1,1782503622.8871536,1,91.0,76.0,29544.375,32768.0,181.345,36.0
baseline_full_fp16_tp1,1782503623.8891122,1,98.0,31.0,29544.375,32768.0,281.013,38.0
baseline_full_fp16_tp1,1782503624.8911064,1,91.0,58.0,29544.375,32768.0,231.704,38.0
baseline_full_fp16_tp1,1782503625.8996086,1,88.0,71.0,29544.375,32768.0,216.851,37.0
baseline_full_fp16_tp1,1782503626.901754,1,92.0,65.0,29544.375,32768.0,187.679,36.0
baseline_full_fp16_tp1,1782503627.9040847,1,97.0,29.0,29544.375,32768.0,246.874,38.0
baseline_full_fp16_tp1,1782503628.9058564,1,88.0,72.0,29544.375,32768.0,222.632,37.0
baseline_full_fp16_tp1,1782503629.907806,1,91.0,76.0,29544.375,32768.0,244.762,36.0
baseline_full_fp16_tp1,1782503630.9103298,1,91.0,76.0,29544.375,32768.0,183.103,36.0
baseline_full_fp16_tp1,1782503631.9128776,1,91.0,76.0,29544.375,32768.0,173.695,35.0
baseline_full_fp16_tp1,1782503632.9148037,1,95.0,41.0,29544.375,32768.0,165.453,36.0
baseline_full_fp16_tp1,1782503633.9246914,1,91.0,68.0,29544.375,32768.0,244.93,36.0
baseline_full_fp16_tp1,1782503634.9266386,1,88.0,72.0,29544.375,32768.0,191.31,35.0
baseline_full_fp16_tp1,1782503635.9282606,1,91.0,76.0,29544.375,32768.0,186.523,35.0
baseline_full_fp16_tp1,1782503636.9303267,1,94.0,70.0,29544.375,32768.0,181.692,35.0
baseline_full_fp16_tp1,1782503637.9330466,1,90.0,75.0,29544.375,32768.0,191.91,35.0
baseline_full_fp16_tp1,1782503638.9356103,1,98.0,35.0,29544.375,32768.0,279.226,36.0
baseline_full_fp16_tp1,1782503639.9381492,1,88.0,74.0,29544.375,32768.0,188.063,35.0
baseline_full_fp16_tp1,1782503640.9418685,1,92.0,68.0,29544.375,32768.0,184.044,34.0
baseline_full_fp16_tp1,1782503641.943989,1,91.0,65.0,29544.375,32768.0,193.189,34.0
baseline_full_fp16_tp1,1782503642.947682,1,91.0,76.0,29544.375,32768.0,182.384,34.0
baseline_full_fp16_tp1,1782503643.9550557,1,92.0,77.0,29544.375,32768.0,174.636,34.0
baseline_full_fp16_tp1,1782503644.9571474,1,92.0,77.0,29544.375,32768.0,171.105,34.0
baseline_full_fp16_tp1,1782503645.9587379,1,93.0,68.0,29544.375,32768.0,158.387,35.0
baseline_full_fp16_tp1,1782503646.9602919,1,95.0,54.0,29544.375,32768.0,172.636,35.0
baseline_full_fp16_tp1,1782503647.962585,1,94.0,79.0,29544.375,32768.0,152.367,34.0
baseline_full_fp16_tp1,1782503648.964127,1,94.0,79.0,29544.375,32768.0,164.622,34.0
baseline_full_fp16_tp1,1782503649.9658005,1,97.0,42.0,29544.375,32768.0,156.184,35.0
baseline_full_fp16_tp1,1782503650.9693227,1,99.0,29.0,29544.375,32768.0,283.434,37.0
baseline_full_fp16_tp1,1782503651.971183,1,93.0,67.0,29544.375,32768.0,179.81,35.0
baseline_full_fp16_tp1,1782503652.9745514,1,93.0,78.0,29544.375,32768.0,185.673,34.0
baseline_full_fp16_tp1,1782503653.9768212,1,93.0,73.0,29544.375,32768.0,189.9,34.0
baseline_full_fp16_tp1,1782503654.9793553,1,93.0,51.0,29544.375,32768.0,185.799,35.0
baseline_full_fp16_tp1,1782503655.9808788,1,92.0,77.0,29544.375,32768.0,169.462,34.0
baseline_full_fp16_tp1,1782503656.9830127,1,94.0,77.0,29544.375,32768.0,292.517,35.0
baseline_full_fp16_tp1,1782503657.9952314,1,94.0,78.0,29544.375,32768.0,177.096,33.0
baseline_full_fp16_tp1,1782503658.9970775,1,94.0,79.0,29544.375,32768.0,170.402,33.0
baseline_full_fp16_tp1,1782503660.004631,1,96.0,55.0,29544.375,32768.0,205.92,34.0
baseline_full_fp16_tp1,1782503661.006791,1,91.0,66.0,29544.375,32768.0,173.459,35.0
baseline_full_fp16_tp1,1782503662.0084314,1,94.0,78.0,29544.375,32768.0,179.096,34.0
baseline_full_fp16_tp1,1782503663.010091,1,93.0,78.0,29544.375,32768.0,188.534,34.0
baseline_full_fp16_tp1,1782503664.012235,1,94.0,78.0,29544.375,32768.0,169.106,34.0
baseline_full_fp16_tp1,1782503665.0145886,1,95.0,54.0,29544.375,32768.0,285.967,36.0
baseline_full_fp16_tp1,1782503666.0180204,1,93.0,74.0,29544.375,32768.0,293.252,36.0
baseline_full_fp16_tp1,1782503667.0223966,1,92.0,77.0,29544.375,32768.0,184.044,35.0
baseline_full_fp16_tp1,1782503668.0254824,1,92.0,66.0,29544.375,32768.0,189.431,35.0
baseline_full_fp16_tp1,1782503669.027958,1,93.0,66.0,29544.375,32768.0,261.997,36.0
baseline_full_fp16_tp1,1782503670.0298874,1,92.0,76.0,29544.375,32768.0,184.044,34.0
baseline_full_fp16_tp1,1782503671.0323234,1,96.0,41.0,29544.375,32768.0,164.04,35.0
baseline_full_fp16_tp1,1782503672.0346484,1,90.0,66.0,29544.375,32768.0,188.406,35.0
baseline_full_fp16_tp1,1782503673.0361514,1,90.0,76.0,29544.375,32768.0,160.852,34.0
baseline_full_fp16_tp1,1782503674.0381155,1,92.0,70.0,29544.375,32768.0,201.038,34.0
baseline_full_fp16_tp1,1782503675.0401285,1,95.0,58.0,29544.375,32768.0,174.517,35.0
baseline_full_fp16_tp1,1782503676.0422914,1,97.0,51.0,29544.375,32768.0,180.628,36.0
baseline_full_fp16_tp1,1782503677.0447567,1,91.0,75.0,29544.375,32768.0,187.807,35.0
baseline_full_fp16_tp1,1782503678.0469584,1,91.0,76.0,29544.375,32768.0,185.799,35.0
baseline_full_fp16_tp1,1782503679.0490448,1,92.0,77.0,29544.375,32768.0,174.636,34.0
baseline_full_fp16_tp1,1782503680.0507858,1,91.0,76.0,29544.375,32768.0,181.098,34.0
baseline_full_fp16_tp1,1782503681.0525115,1,93.0,78.0,29544.375,32768.0,165.678,34.0
baseline_full_fp16_tp1,1782503682.0546632,1,94.0,79.0,29544.375,32768.0,150.851,33.0
baseline_full_fp16_tp1,1782503683.0563412,1,95.0,58.0,29544.375,32768.0,280.353,35.0
baseline_full_fp16_tp1,1782503684.0583565,1,92.0,77.0,29544.375,32768.0,172.518,34.0
baseline_full_fp16_tp1,1782503685.064688,1,92.0,77.0,29544.375,32768.0,172.636,34.0
baseline_full_fp16_tp1,1782503686.0667827,1,93.0,78.0,29544.375,32768.0,170.048,34.0
baseline_full_fp16_tp1,1782503687.0689766,1,97.0,29.0,29544.375,32768.0,280.821,38.0
baseline_full_fp16_tp1,1782503688.0708308,1,93.0,78.0,29544.375,32768.0,169.577,35.0
baseline_full_fp16_tp1,1782503689.073192,1,93.0,70.0,29544.375,32768.0,171.697,36.0
baseline_full_fp16_tp1,1782503690.0752077,1,94.0,79.0,29544.375,32768.0,166.996,35.0
baseline_full_fp16_tp1,1782503691.0769925,1,93.0,77.0,29544.375,32768.0,181.939,36.0
baseline_full_fp16_tp1,1782503692.079426,1,94.0,78.0,29544.375,32768.0,175.106,35.0
baseline_full_fp16_tp1,1782503693.0827343,1,93.0,78.0,29544.375,32768.0,179.81,35.0
baseline_full_fp16_tp1,1782503694.0849996,1,93.0,78.0,29544.375,32768.0,162.516,34.0
baseline_full_fp16_tp1,1782503695.088708,1,99.0,30.0,29654.375,32768.0,210.896,36.0
baseline_full_fp16_tp1,1782503696.1019824,1,91.0,76.0,29654.375,32768.0,182.286,35.0
baseline_full_fp16_tp1,1782503697.1051614,1,24.0,9.0,29654.375,32768.0,269.493,36.0
baseline_full_fp16_tp1,1782503698.106641,1,89.0,75.0,29654.375,32768.0,181.939,35.0
baseline_full_fp16_tp1,1782503699.1080236,1,89.0,75.0,29654.375,32768.0,185.329,36.0
baseline_full_fp16_tp1,1782503700.1114793,1,72.0,39.0,29654.375,32768.0,276.232,37.0
baseline_full_fp16_tp1,1782503701.1140695,1,90.0,75.0,29654.375,32768.0,194.393,35.0
baseline_full_fp16_tp1,1782503702.1161644,1,89.0,75.0,29654.375,32768.0,266.968,36.0
baseline_full_fp16_tp1,1782503703.125098,1,97.0,30.0,29654.375,32768.0,275.863,38.0
baseline_full_fp16_tp1,1782503704.1280339,1,97.0,32.0,29654.375,32768.0,197.551,38.0
baseline_full_fp16_tp1,1782503705.1299777,1,92.0,70.0,29654.375,32768.0,196.007,37.0
baseline_full_fp16_tp1,1782503706.132258,1,91.0,76.0,29654.375,32768.0,182.162,36.0
baseline_full_fp16_tp1,1782503707.1371636,1,93.0,67.0,29654.375,32768.0,195.068,37.0
baseline_full_fp16_tp1,1782503708.1406786,1,91.0,76.0,29654.375,32768.0,187.807,36.0
baseline_full_fp16_tp1,1782503709.1429849,1,93.0,66.0,29654.375,32768.0,286.435,37.0
baseline_full_fp16_tp1,1782503710.1455376,1,93.0,56.0,29654.375,32768.0,285.226,37.0
baseline_full_fp16_tp1,1782503711.147943,1,91.0,75.0,29654.375,32768.0,192.041,35.0
baseline_full_fp16_tp1,1782503712.1512737,1,90.0,75.0,29654.375,32768.0,184.389,36.0
baseline_full_fp16_tp1,1782503713.1531544,1,91.0,76.0,29654.375,32768.0,187.464,35.0
baseline_full_fp16_tp1,1782503714.155657,1,93.0,68.0,29654.375,32768.0,225.449,36.0
baseline_full_fp16_tp1,1782503715.1578887,1,90.0,75.0,29654.375,32768.0,181.222,35.0
baseline_full_fp16_tp1,1782503716.1597998,1,91.0,76.0,29654.375,32768.0,164.533,35.0
baseline_full_fp16_tp1,1782503717.1615698,1,92.0,78.0,29654.375,32768.0,177.349,35.0
baseline_full_fp16_tp1,1782503718.1638317,1,93.0,78.0,29654.375,32768.0,181.692,34.0
baseline_full_fp16_tp1,1782503719.167357,1,93.0,78.0,29654.375,32768.0,169.585,34.0
baseline_full_fp16_tp1,1782503720.1706192,1,92.0,78.0,29654.375,32768.0,174.403,34.0
baseline_full_fp16_tp1,1782503721.1729712,1,92.0,74.0,29654.375,32768.0,200.901,34.0
baseline_full_fp16_tp1,1782503722.1764257,1,93.0,78.0,29654.375,32768.0,166.882,34.0
baseline_full_fp16_tp1,1782503723.178257,1,92.0,77.0,29654.375,32768.0,169.462,34.0
baseline_full_fp16_tp1,1782503724.1802142,1,92.0,77.0,29654.375,32768.0,169.932,34.0
baseline_full_fp16_tp1,1782503725.1828094,1,93.0,67.0,29654.375,32768.0,284.564,34.0
baseline_full_fp16_tp1,1782503726.184441,1,95.0,51.0,29654.375,32768.0,259.072,35.0
baseline_full_fp16_tp1,1782503727.1862838,1,93.0,78.0,29654.375,32768.0,232.324,34.0
baseline_full_fp16_tp1,1782503728.1883562,1,92.0,76.0,29654.375,32768.0,282.773,35.0
baseline_full_fp16_tp1,1782503729.1903007,1,91.0,76.0,29654.375,32768.0,190.759,35.0
baseline_full_fp16_tp1,1782503730.1982768,1,90.0,75.0,29654.375,32768.0,176.047,34.0
baseline_full_fp16_tp1,1782503731.200746,1,95.0,60.0,29654.375,32768.0,181.222,35.0
baseline_full_fp16_tp1,1782503732.2031348,1,97.0,35.0,29654.375,32768.0,172.284,36.0
baseline_full_fp16_tp1,1782503733.2047691,1,90.0,75.0,29654.375,32768.0,174.636,35.0
baseline_full_fp16_tp1,1782503734.2064147,1,92.0,69.0,29654.375,32768.0,189.218,36.0
baseline_full_fp16_tp1,1782503735.2085247,1,89.0,74.0,29654.375,32768.0,192.041,35.0
baseline_full_fp16_tp1,1782503736.2107112,1,91.0,76.0,29654.375,32768.0,149.336,35.0
baseline_full_fp16_tp1,1782503737.213176,1,93.0,77.0,29654.375,32768.0,171.46,35.0
baseline_full_fp16_tp1,1782503738.2150257,1,92.0,76.0,29654.375,32768.0,161.323,34.0
baseline_full_fp16_tp1,1782503739.217188,1,92.0,77.0,29654.375,32768.0,181.222,34.0
baseline_full_fp16_tp1,1782503740.2193718,1,94.0,78.0,29654.375,32768.0,283.434,36.0
baseline_full_fp16_tp1,1782503741.221541,1,93.0,77.0,29654.375,32768.0,158.387,34.0
baseline_full_fp16_tp1,1782503742.2251515,1,97.0,44.0,29654.375,32768.0,281.289,36.0
baseline_full_fp16_tp1,1782503743.2279649,1,93.0,67.0,29654.375,32768.0,186.994,35.0
baseline_full_fp16_tp1,1782503744.2302902,1,93.0,66.0,29654.375,32768.0,285.695,35.0
baseline_full_fp16_tp1,1782503745.2325294,1,91.0,76.0,29654.375,32768.0,184.514,35.0
baseline_full_fp16_tp1,1782503746.2344363,1,89.0,74.0,29654.375,32768.0,184.389,35.0
baseline_full_fp16_tp1,1782503747.242274,1,91.0,74.0,29654.375,32768.0,280.161,36.0
baseline_full_fp16_tp1,1782503748.244507,1,92.0,80.0,29654.375,32768.0,186.994,35.0
baseline_full_fp16_tp1,1782503749.246481,1,93.0,67.0,29654.375,32768.0,203.801,36.0
baseline_full_fp16_tp1,1782503750.2482386,1,92.0,65.0,29654.375,32768.0,282.773,37.0
baseline_full_fp16_tp1,1782503751.2505257,1,92.0,72.0,29654.375,32768.0,183.103,36.0
baseline_full_fp16_tp1,1782503752.253872,1,98.0,30.0,29654.375,32768.0,278.759,38.0
baseline_full_fp16_tp1,1782503753.2556722,1,89.0,72.0,29654.375,32768.0,225.141,37.0
baseline_full_fp16_tp1,1782503754.2577062,1,89.0,72.0,29654.375,32768.0,206.342,36.0
baseline_full_fp16_tp1,1782503755.259638,1,92.0,68.0,29654.375,32768.0,157.338,36.0
baseline_full_fp16_tp1,1782503756.2620926,1,91.0,76.0,29654.375,32768.0,173.695,35.0
baseline_full_fp16_tp1,1782503757.2637322,1,93.0,65.0,29654.375,32768.0,154.253,36.0
baseline_full_fp16_tp1,1782503758.2657132,1,89.0,75.0,29654.375,32768.0,248.959,37.0
baseline_full_fp16_tp1,1782503759.2695093,1,92.0,65.0,29654.375,32768.0,196.745,37.0
baseline_full_fp16_tp1,1782503760.2718909,1,89.0,72.0,29654.375,32768.0,182.162,37.0
baseline_full_fp16_tp1,1782503761.2746844,1,93.0,67.0,29654.375,32768.0,184.985,36.0
baseline_full_fp16_tp1,1782503762.27638,1,98.0,29.0,29654.375,32768.0,240.916,38.0
baseline_full_fp16_tp1,1782503763.2780595,1,90.0,73.0,29654.375,32768.0,224.826,37.0
baseline_full_fp16_tp1,1782503764.2822309,1,91.0,76.0,29654.375,32768.0,188.021,36.0
baseline_full_fp16_tp1,1782503765.2837927,1,94.0,59.0,29654.375,32768.0,183.574,36.0
baseline_full_fp16_tp1,1782503766.2861018,1,89.0,72.0,29654.375,32768.0,216.677,36.0
baseline_full_fp16_tp1,1782503767.2878718,1,90.0,65.0,29654.375,32768.0,182.162,37.0
baseline_full_fp16_tp1,1782503768.291178,1,89.0,67.0,29654.375,32768.0,291.849,37.0
baseline_full_fp16_tp1,1782503769.2937007,1,92.0,63.0,29654.375,32768.0,292.717,37.0
baseline_full_fp16_tp1,1782503770.3048322,1,89.0,72.0,29654.375,32768.0,207.14,36.0
baseline_full_fp16_tp1,1782503771.3145423,1,97.0,34.0,29654.375,32768.0,214.328,37.0
baseline_full_fp16_tp1,1782503772.3164117,1,90.0,72.0,29654.375,32768.0,214.036,35.0
baseline_full_fp16_tp1,1782503773.332496,1,93.0,57.0,29654.375,32768.0,206.202,36.0
baseline_full_fp16_tp1,1782503774.3343022,1,93.0,67.0,29654.375,32768.0,183.919,35.0
baseline_full_fp16_tp1,1782503775.3367155,1,93.0,75.0,29654.375,32768.0,287.099,36.0
baseline_full_fp16_tp1,1782503776.339399,1,93.0,78.0,29654.375,32768.0,178.521,35.0
baseline_full_fp16_tp1,1782503777.3411977,1,95.0,79.0,29654.375,32768.0,175.935,35.0
baseline_full_fp16_tp1,1782503778.343411,1,97.0,55.0,29654.375,32768.0,174.05,35.0
baseline_full_fp16_tp1,1782503779.3455467,1,95.0,79.0,29654.375,32768.0,173.578,35.0
baseline_full_fp16_tp1,1782503780.3477368,1,96.0,74.0,29654.375,32768.0,178.748,36.0
baseline_full_fp16_tp1,1782503781.3498454,1,95.0,79.0,29654.375,32768.0,178.171,35.0
baseline_full_fp16_tp1,1782503782.352053,1,95.0,69.0,29654.375,32768.0,171.11,35.0
baseline_full_fp16_tp1,1782503783.354476,1,96.0,80.0,29654.375,32768.0,185.926,35.0
baseline_full_fp16_tp1,1782503784.3569276,1,95.0,80.0,29654.375,32768.0,174.874,35.0
baseline_full_fp16_tp1,1782503785.3592646,1,95.0,79.0,29654.375,32768.0,164.87,35.0
baseline_full_fp16_tp1,1782503786.3622696,1,98.0,30.0,29654.375,32768.0,284.369,37.0
baseline_full_fp16_tp1,1782503787.363818,1,92.0,77.0,29654.375,32768.0,176.988,36.0
baseline_full_fp16_tp1,1782503788.3655329,1,92.0,77.0,29654.375,32768.0,238.61,35.0
baseline_full_fp16_tp1,1782503789.3678787,1,91.0,75.0,29654.375,32768.0,179.933,36.0
baseline_full_fp16_tp1,1782503790.3702939,1,94.0,50.0,29654.375,32768.0,283.513,37.0
baseline_full_fp16_tp1,1782503791.3722534,1,88.0,68.0,29654.375,32768.0,214.036,36.0
baseline_full_fp16_tp1,1782503792.3741336,1,94.0,52.0,29654.375,32768.0,196.745,37.0
baseline_full_fp16_tp1,1782503793.3843615,1,89.0,71.0,29654.375,32768.0,193.922,36.0
baseline_full_fp16_tp1,1782503794.3859496,1,90.0,73.0,29654.375,32768.0,192.85,36.0
baseline_full_fp16_tp1,1782503795.3881574,1,89.0,75.0,29654.375,32768.0,163.208,36.0
baseline_full_fp16_tp1,1782503796.3899384,1,94.0,43.0,29654.375,32768.0,253.442,37.0
baseline_full_fp16_tp1,1782503797.3987377,1,91.0,64.0,29654.375,32768.0,227.326,38.0
baseline_full_fp16_tp1,1782503798.4006147,1,93.0,67.0,29654.375,32768.0,195.804,36.0
baseline_full_fp16_tp1,1782503799.4027417,1,91.0,76.0,29654.375,32768.0,205.542,36.0
baseline_full_fp16_tp1,1782503800.4047325,1,90.0,75.0,29654.375,32768.0,178.521,36.0
baseline_full_fp16_tp1,1782503801.4075596,1,92.0,73.0,29654.375,32768.0,180.403,36.0
baseline_full_fp16_tp1,1782503802.4114358,1,92.0,70.0,29654.375,32768.0,231.078,37.0
baseline_full_fp16_tp1,1782503803.4160426,1,90.0,65.0,29654.375,32768.0,183.103,36.0
baseline_full_fp16_tp1,1782503804.4190242,1,90.0,73.0,29654.375,32768.0,195.804,36.0
baseline_full_fp16_tp1,1782503805.4215262,1,90.0,76.0,29654.375,32768.0,189.689,35.0
baseline_full_fp16_tp1,1782503806.4232998,1,90.0,75.0,29654.375,32768.0,174.636,35.0
baseline_full_fp16_tp1,1782503807.4252522,1,93.0,78.0,29654.375,32768.0,170.286,34.0
baseline_full_fp16_tp1,1782503808.4268837,1,93.0,78.0,29654.375,32768.0,166.149,34.0
baseline_full_fp16_tp1,1782503809.4290285,1,94.0,79.0,29654.375,32768.0,155.608,34.0
baseline_full_fp16_tp1,1782503810.4306448,1,93.0,79.0,29654.375,32768.0,152.942,34.0
baseline_full_fp16_tp1,1782503861.072577,1,10.0,8.0,28582.375,32768.0,58.411,31.0
baseline_full_fp16_tp1,1782503862.0749707,1,95.0,69.0,28598.375,32768.0,179.81,35.0
baseline_full_fp16_tp1,1782503863.0875397,1,74.0,24.0,29388.375,32768.0,282.306,37.0
baseline_full_fp16_tp1,1782503864.0891583,1,92.0,65.0,29562.375,32768.0,203.524,37.0
baseline_full_fp16_tp1,1782503865.0957913,1,88.0,69.0,29562.375,32768.0,292.784,38.0
baseline_full_fp16_tp1,1782503866.109472,1,89.0,62.0,29562.375,32768.0,255.788,38.0
baseline_full_fp16_tp1,1782503867.111574,1,91.0,73.0,29562.375,32768.0,193.922,38.0
baseline_full_fp16_tp1,1782503868.1132908,1,86.0,70.0,29562.375,32768.0,199.902,37.0
baseline_full_fp16_tp1,1782503869.1156836,1,98.0,30.0,29562.375,32768.0,287.371,38.0
